"gender","lmm_kg","time_s","bioaa_vas"
"male",31.0937697419873,12.3250314621231,52.5337651737503
"female",25.0776568999573,13.0124222885789,42.1465882203484
"male",34.414101037416,12.1853002025751,70.1480116094227
"male",27.0682570159676,12.0808101887764,76.6578792203931
"male",34.3446050237458,12.8117342665306,70.3678399473853
"male",29.7424330182244,12.4397796525008,60.0048908768819
"male",25.2786905950396,12.1244431645551,67.1749465641184
"female",23.8774284784001,13.4006192756036,30.517420191318
"female",20.2534032667031,12.8267688386685,56.9196257709601
"female",22.9011379894403,13.6031076515205,60.4412371613109
"male",35.8173389826511,12.1165742040498,73.5653892760942
"female",23.2396179144969,12.4968526401853,54.6948306830381
"female",18.9392194195005,13.2033971881709,37.3199829703467
"female",19.5952306258443,13.5039116990123,40.3886689069784
"male",27.0386027000775,12.0013176683482,82.7621503187368
"male",27.5348755618188,11.8965833617791,67.116195384793
"female",21.4685927675442,13.0758207779297,45.8640478650059
"female",19.1021676232716,12.2872106305324,72.2636258421727
"female",21.9747646957231,12.8194403438601,36.9935226266956
"male",32.4972286490124,11.9574367190373,69.7791092127
"male",31.0903897836681,12.486596100115,67.527254270461
"female",18.8040630241491,12.2925204686628,51.3641705223413
"male",25.5062100314829,11.7531945638576,63.77918645741
"male",30.3438845258174,12.1351298373854,72.9844297474774
"female",16.8865501479901,12.7213815008912,59.0698167882437
"female",21.9379366137847,13.1015334869474,53.7455891818745
"male",32.3185362001757,12.0839377606495,71.0972658782539
"male",30.9480424743612,11.9978221094968,63.107075308294
"female",16.8856615256053,13.6582082779282,49.5947108685067
"male",27.7345881297334,11.478471079013,65.5160954291127
"female",18.5254870709223,13.9949296879688,39.9373664802392
"female",20.4416772353235,13.0810579242291,56.4461355810111
"female",27.069509129856,12.5325050300487,50.4504491519035
"female",17.2379936986823,12.6272714974442,56.5117375155434
"female",13.5294566503735,12.7352793392778,48.3664015149322
"female",19.6387998513161,13.2952226001845,57.756130831964
"female",17.4822670113089,13.4693526063764,61.018748317397
"female",13.4826802738556,12.8833297851276,35.7765322444843
"male",27.3770760715371,12.7628832023853,69.0016042440542
"male",28.8792619532925,12.3684173608618,66.9912375028208
"female",16.6934068637107,12.8322924582225,52.3300059149618
"male",32.1469795819903,12.7287003250319,75.9844060159459
"male",32.7229209170525,12.4839910429849,73.0634173093727
"female",19.0255845986446,12.5281814232323,55.5592527432817
"female",15.5552422031548,13.4477717867052,41.9162891180163
"male",31.7825134165906,12.7402559893956,61.5780830257429
"female",17.4353759386414,12.9790595733105,49.8273542730424
"female",17.5102473901024,12.8256254496545,44.6325643496689
"male",30.4473204448925,12.5584107526908,77.7422061327878
"female",17.0715618758479,13.6928542637929,48.6881532167591
"female",19.1159467770308,12.8421469437437,59.7398231969726
"female",17.687075252554,13.2326503354952,50.0059169099129
"female",21.1768511212362,13.6943863291636,47.839201944794
"male",27.4610822853465,12.2163583571364,68.6041363416544
"female",17.4687202072086,12.9185378239687,63.4987669558
"female",17.1143346671352,12.8031678713557,48.352507884376
"female",20.0331489600696,12.5661030910272,45.5032135580465
"male",33.6448468962655,11.6163780720419,83.1478644344091
"female",17.3333644527851,13.3039786772536,55.5166853783055
"male",30.6543037843398,12.1168281670277,56.9281855850301
"female",18.0316490011789,12.4836360295259,64.5767070385695
"male",26.734452458158,12.536742356681,59.5496418246728
"male",33.2733926943231,11.926355245475,71.8145050119222
"male",28.2923180350266,11.6073398790441,79.9570107042644
"male",34.8624303917718,11.861822986884,74.9703986096702
"female",17.9390346632488,12.6237843319857,69.8979216150283
"female",21.9709901107059,12.9187054926651,64.3356277862258
"male",33.3320766457041,12.4659970218368,53.9173874307404
"male",36.422162190199,12.4863608845484,72.7920178133088
"female",17.5070845726028,13.2571250191553,49.9165705729625
"male",30.2292175685944,11.9348397498469,65.9481840041142
"female",22.8074733385972,13.1235249188915,73.1908633740705
"male",28.4949998914056,11.8557644204917,46.9347680183424
"male",31.7845603915535,12.4892886515694,58.17589822007
"female",18.7080464925909,12.9666973765089,60.205988452354
"male",26.5999828419816,12.1724185541255,55.5867451601461
"female",13.2884853206911,13.4128832144174,30.977259926625
"female",21.5439187173294,13.1033764213845,42.4719426813569
"male",28.9742786545112,11.5062355480449,71.2093368558345
"female",25.1536322864579,12.0766395029299,56.8127418850652
"female",16.6508662740261,13.9096899490394,44.8439462250404
"female",18.5345611425115,13.1111403112887,33.484531715206
"female",22.4219968802233,13.4803083123334,68.7961790059431
"female",19.2169737749876,13.5891243897603,49.5941767206721
"female",21.4641797534797,12.9360293842073,53.9446826930197
"female",24.0583514629085,12.3776869998732,48.1558263353629
"female",26.5304467739278,12.2663160215748,70.6269150458197
"male",30.1541613336205,11.2826093242371,78.5973435639634
"female",17.4857136642938,13.6921687494058,39.3363421947803
"female",16.7461549720747,13.0519276102379,48.2903771192761
"female",18.36040169278,13.3900562872997,40.7344235524779
"female",18.7204708858859,12.9500266638701,38.7165076630742
"female",16.3670073338006,13.5953015943971,47.9041185826303
"female",21.7933789933371,13.0744821014247,69.6371144858479
"male",34.2716873672518,12.2668988424129,75.7672138781898
"male",28.670104123325,12.1741309851562,61.1253466623573
"female",16.8789996029771,13.0428313365591,28.542746995217
"female",16.1783087647783,13.4658946059518,54.0724012377388
"female",22.3104548360354,11.862049512038,52.4793236215771
"female",20.0945678659296,12.6554337629328,58.0157805004477
"male",24.2854357456852,11.9512497891563,72.2696045154706
"male",29.6287344685633,12.101996554388,73.6948875719098
"female",20.0009851316403,12.5978599144796,61.7626979708712
"female",17.4686649658134,13.3361385659011,54.0051051309285
"female",16.3359998887132,13.6009511302647,32.6321680561947
"female",18.6410420191535,13.4047936559824,34.0167365071347
"female",17.8930402061566,13.4868804836916,26.4242700490442
"female",17.9768588435446,13.3909022923743,45.2523247231862
"male",23.0909304285423,12.7692120550538,69.4346564862677
"male",29.5520012856514,11.8673497267062,82.5133397305686
"female",22.8460687699104,12.2139214661527,54.2839153710119
"female",23.4690873815707,13.7720806252289,43.429692273534
"female",26.2230574576929,12.6008872709649,43.3050611216619
"female",20.7958699109644,13.652942776304,28.5742825238337
"female",16.8439885125786,12.4309064958134,45.6745428511204
"male",31.5070267086559,12.1500062273009,77.1286894075069
"female",23.2995350693656,12.8654372547731,51.4062063992691
"female",25.6595144912425,12.9256938990262,68.1879706154696
"female",22.4337605020682,12.5575394311127,61.4276118672634
"male",34.2547314263819,12.0158892091091,94.3407158315097
"female",21.3175097051089,13.2914024263727,37.8120978561368
"male",26.1674951741967,12.3227912781772,49.8702245512847
"male",27.4158803843657,12.0872935550963,75.3106201887255
"male",35.6609576249133,11.9228711879852,70.9003864802342
"female",22.1122619395487,13.9457011064053,32.1135717702118
"female",17.9968384240039,12.7774631361674,37.3524123926266
"female",17.8828569738285,13.308538301972,39.4774397187206
"female",17.2378442602569,13.5824029861374,43.9331405525082
"male",30.4454198759881,11.8111900613795,81.6353237744598
"male",29.2499479166017,12.1222458183169,74.5409217340735
"female",17.1746931376661,13.2366309481153,47.128704771301
"male",33.6425970559168,12.6449806070326,67.4127943779982
"male",30.0556992990007,12.7033532060365,60.1253434259872
"male",32.2734950983726,12.16644718456,70.5273379601961
"male",28.859811900012,12.4242127212086,74.9399309969423
"female",20.5248461400417,13.0647640788772,42.4995838077546
"female",23.1005699270743,13.0284603464353,41.068287619081
"female",22.0271719862974,12.8736588622061,46.4748825899195
"male",32.8238437287377,11.436393725315,75.718843586641
"female",14.5201097824582,13.0280138466108,47.5470682927481
"male",30.5316131438897,12.3519367855187,72.9048129248595
"female",19.4245764141582,13.1669676309622,38.873432833149
"male",28.0494038699705,12.2868610892033,64.1452136443896
"female",18.31791097622,13.2055771854647,40.7344555668031
"female",25.0272973798998,12.7760425444381,46.8026386801159
"female",21.2916038013177,12.2757690506175,79.4799708216528
"male",29.5661801389283,12.185911914245,62.9817618752527
"female",22.8170771364323,12.8775250350566,61.6512547881854
"female",18.3635097514301,12.0899059679056,44.3769649613775
"female",20.4165510896469,13.3545039062403,57.3155730560153
"male",34.3405869400577,11.6994389495049,59.0937546012144
"female",19.0021157415484,13.269945321316,68.8945897046679
"male",27.6025311832104,12.4068581610834,62.0825464442903
"male",28.3551217646028,11.9025702699666,71.5527378978987
"female",16.8476113864417,13.1755546476437,61.042040655836
"male",30.7579874731,12.7413665831964,74.6079350985584
"female",20.9835855619859,13.0489222629677,41.6713844282457
"female",22.5670172014715,12.8205173086859,47.6731211607879
"male",35.4052868148825,12.1308196587146,81.4353378349295
"female",24.2157224352462,12.7680710119113,50.4892530803097
"male",26.247624617593,11.7097406340946,66.3764223701574
"male",35.9973265634183,12.1643987997127,69.1976956936277
"female",20.4178354627764,12.6198599438301,30.9406640353128
"female",18.8399926896808,12.3982427339496,65.4390832828942
"male",35.5669070713304,11.3331671910027,83.7534850047168
"male",31.2865661534288,12.0663543567316,73.2212250601712
"female",25.1923704187693,13.1239380731252,65.715657121135
"male",29.869428977582,11.6449380320369,58.505791014269
"male",27.8067425755875,12.010253351508,81.6261760944113
"male",24.1021077713381,12.5766148369914,67.6277784883455
"male",33.3805959455656,11.6503324176639,96.4361955590158
"male",27.3357468346977,12.9183917996772,66.2083005110476
"female",22.614077781176,12.6093352874691,46.9291228458899
"female",20.359680699849,12.8036507009211,35.9532375616052
"female",21.4173048344102,13.4473530855648,41.0766829651877
"female",23.7999197294602,13.1217911715471,52.9218853037685
"male",28.5440508631593,12.628608046526,52.7432537389393
"female",18.615399241447,12.5746940399414,43.0862612156732
"male",29.3047249881637,12.6927245266173,72.974005529252
"male",33.1810613173146,12.1674135882089,74.0266313379787
"female",18.5756428864962,13.2287623218829,49.4814954578337
"female",19.4734691571269,13.0234216508519,45.9253953132568
"female",22.3889734972674,12.8691309465777,60.8186279776117
"male",32.3362359475592,13.0377064776395,88.1824444706697
"male",32.3904076987383,11.6533283429444,45.0900795829265
"female",20.147154718509,13.567987385934,42.7945410140701
"female",22.2878388045045,12.8080420564601,61.9503493741529
"female",20.8579792089092,12.6833235482217,55.1687143914455
"male",28.1015548855415,12.5743931570819,67.8447271746647
"male",35.4131534424033,11.949666883566,61.5229022232841
"female",14.4109670809573,13.5047738967696,40.6493565244284
"male",32.5365851436392,11.8033162747411,58.7215512872521
"female",21.0250030486838,12.545588964806,55.4918954188918
"female",20.0683328184304,13.5075018642957,44.7873669554562
"male",28.1658000346601,12.5922115036101,65.9897907098194
"male",29.2184196825757,12.2024550252294,78.1397808040966
"male",35.4170109439291,12.3160822844017,62.7990237268187
"female",19.709002198989,13.0290821100538,66.968786739615
"male",28.8465399006448,12.3095878986834,85.1444525253568
"female",17.364913572485,12.8708936257839,41.8630367360094
"male",28.5132644341892,12.3951335412937,57.4101599368829
"male",29.7471226392766,12.2084012112389,65.3603072462733
"male",25.926833798835,12.8625290909164,56.1727785594828
"female",23.4280934503012,12.2408019736361,75.4614935766759
"female",20.2934811123416,13.2569898118766,65.9668330208064
"male",34.3950630857903,11.9166901126789,83.1382182702039
"male",32.9713075581729,11.9572393276951,60.5527822528667
"female",24.2431602521668,12.8738588760478,54.6677543664067
"male",25.99230669206,12.9062951463296,54.4889594690618
"female",21.7387509151798,12.3865942730657,83.7234133325709
"male",28.9145363571041,11.9140605565922,72.4264409898034
"female",19.8594426510446,12.9150319941839,64.8981362769289
"female",18.2015675857647,13.1140408686404,39.9909841957757
"female",20.6453134796685,13.0612419684742,67.1356676393027
"female",20.2808944564371,13.7804590277157,54.4840486815423
"male",23.640496754606,12.4993121941352,63.3336544947936
"female",22.5573292664741,12.9083923506712,58.9910940389571
"male",30.4631237169398,12.3102091865788,57.7444637574522
"female",17.0844150793838,12.7132612778379,47.3090032601377
"female",16.6957164922306,13.3773843976047,44.8427506813048
"female",17.9292653351087,12.7536683409094,62.0636056456065
"male",25.2490952333663,11.9974011856648,75.0004580386554
"female",20.4132981995415,13.1613459270561,53.8435217708906
"female",24.5070318648885,13.1115119808404,41.8770322113587
"female",20.5786447614448,12.354670240906,53.319333971069
"female",21.5814642035715,13.4982371017093,37.3540383055709
"male",25.5503811263929,11.5517783844446,68.8127453733266
"male",25.3823978300718,12.7722795347743,47.0931396821232
"male",27.310701339257,12.3439028276283,54.6933689535117
"female",22.1632099392447,13.4167141554639,46.2877891600715
"female",17.3464941659404,13.2952207791159,24.6302142901718
"female",21.6757955771257,13.5497426563741,44.5888590187775
"male",29.3437874854611,12.2659689090576,62.6024040439328
"male",31.1508704471598,12.5632109121015,65.1989019952017
"male",26.8826396692595,11.8860862768197,48.9888200209619
"male",27.1530232542875,12.2778960529118,70.7214909384181
"female",19.6875171380496,13.5713994952775,59.9034539242695
"female",19.3738666918283,13.2988780721641,31.5517553520153
"male",24.6338094142435,11.7882602786812,55.3254647665234
"female",21.6112532632595,12.7194740988391,71.8062040956647
"female",14.1509117897215,13.1974223548815,48.3655058486777
"female",18.7542966153404,12.683552275732,50.2398768526168
"female",20.1653890117791,12.6876524104559,67.0942735516679
"female",17.8940008427337,13.7301031087262,29.6564941398285
"male",25.7884829022781,11.92578945168,80.9142384387751
"male",28.8035282073224,12.3670954887904,51.9457166490217
"female",19.6687346013056,13.3455810222126,65.7115579767395
"male",27.2277646461798,12.4020801597008,60.9584553133786
"female",15.9282709987527,13.0306673920629,53.3303570782829
"female",16.4161865517461,13.3561367343659,65.3091412820016
"female",18.4145366621366,12.8457292452215,49.8641891971072
"male",28.6421193398372,12.9157993232672,62.0284538776583
"male",34.258455579484,11.9099864474702,51.5100088069249
"female",16.1429565664529,12.6315916400945,51.0665980258051
"female",21.1434468180859,11.6391196944717,73.0517888717252
"female",18.7475941967067,13.1418143344846,55.8307265344437
"male",30.2785842623632,11.8388244574958,66.0985086039962
"male",28.0092463926713,12.3206420694958,55.2895396531278
"female",22.4084821685227,12.3153603198237,59.9165440284602
"female",14.8907520638163,13.5164247864224,63.7461701722868
"female",20.4617212176945,12.8979402561285,57.4692322242538
"male",30.0782264997641,12.6934126193184,56.1705008422025
"male",33.1675901372553,12.3766374666534,82.5911757499115
"male",29.3265986569485,12.641914064049,74.0673274199015
"female",21.4897891681191,13.1859297478131,49.4087514507506
"female",21.1989018639105,13.0544325669073,46.2535215175487
"male",28.0592617479435,12.9051525061338,52.3997199682637
"female",19.7487117056374,12.8329890583487,59.2652809933188
"female",19.5991363999714,12.4908849911778,68.7116519904436
"male",33.3588115664226,12.975041450792,60.4169098396123
"female",20.7176629177478,12.8697498717024,34.686277059949
"female",20.8718066475736,13.3595002354793,52.5962885680553
"female",27.0308042552559,12.7016967296224,62.4722035556223
"male",31.2488943371592,12.3220824423003,50.3634505040059
"female",21.0874432336078,13.183426883355,70.7151281900971
"female",21.5950478764284,12.2064587772472,50.5179556021491
"male",34.6441267150194,12.2662756317076,53.0815307351983
"male",32.8844649018173,11.8004515041271,57.6174332135852
"female",21.0153085358194,13.7360791043131,36.0456240050365
"female",18.1671409871927,13.3183164655577,37.4535652172049
"male",31.0711561512306,12.7119219884054,72.0903404841729
"male",30.4245260396316,12.1283614219826,74.7681341284802
"female",14.4911259686641,13.1711618735045,39.8216474631292
"male",25.3769068608185,12.4984826697268,54.7011324815558
"female",14.6168514067464,13.2864568105529,27.9770323231013
"male",34.2435447253762,11.7606283136038,77.7714304051597
"male",31.8550136752829,12.1126690532342,60.4047239393838
"female",12.9486338384022,12.686305770541,58.6505430787047
"male",31.4010947582823,12.8022414999754,56.8714353415785
"female",20.1914958144305,12.9045932173411,61.3449652028276
"male",29.2312186745392,12.5509867711746,52.9883846766374
"female",17.7664338852399,12.9973616241952,40.3261352633577
"female",16.1929241703673,13.4028892857211,43.1892925798652
"female",22.5878840237924,13.0813972746313,58.8394702417341
"male",28.269195984309,12.7118044012113,67.9934686117251
"female",19.6031979551299,13.3738171866891,42.6270494097976
"male",31.760484301764,12.399914813432,58.3087002848862
"female",21.6050008309928,12.8001752241907,61.8085560074317
"female",18.8197701890982,12.8514854339829,51.8167837979746
"female",18.3781717483719,13.2652303823329,54.3925054979956
"male",30.7783527457037,11.911538155678,92.0763050411764
"female",16.4651637169734,13.5521323120873,45.7593686095413
"female",20.918415435646,13.2287799959978,64.1178337787265
"female",20.5204436873611,13.1845769702281,38.8490741703059
"female",20.7517342015106,13.0096956195873,51.7795585852133
"female",19.166227852517,13.4089603140804,44.9197795286755
"male",24.8257927972115,12.5033692807237,47.6201617725246
"male",23.9798851684329,12.3446834457947,68.5770069863608
"female",16.1245750085946,12.9663611710947,38.1349260302947
"male",31.0975146854499,12.1750383301257,74.8487676288623
"male",29.5433902382747,12.6188388013414,56.602123297032
"female",17.7977177297714,13.1395028610197,43.7808655557673
"male",27.6540838290552,12.1131359867395,64.6779223075123
"female",21.6547011044381,12.870483702347,39.6559372571196
"female",15.1674770467098,12.2023147617912,67.5423077329808
"male",32.2445292992713,12.304651678012,64.2516993067718
"female",21.3478880337128,13.3558293061159,58.1876551864607
"female",17.389812438669,12.6106169847058,52.5014154546488
"male",29.7067562059262,12.2957639487926,66.1400736000011
"female",22.6793006411488,12.7388775895116,44.8222178911672
"female",24.0527452857988,12.5833217571302,64.1172034126948
"female",24.4669111829255,12.923463162066,56.0052279857285
"female",21.1132016385418,12.6752315845358,51.2848620953294
"male",29.3565802694623,12.2351428106482,76.1354258470827
"male",31.3664837698174,12.7451470315758,68.140027332863
"male",29.2256666692318,11.5887735659592,75.2761011680041
